date,nifty_market,size,value,momentum,quality,low_vol
2021-07-19,-0.002852,0.013223,-0.003195,-0.030356,-0.008229,0.01034
2021-07-26,0.010414,-0.006422,0.011639,-0.046874,0.005106,-0.005614
2021-08-02,0.036192,0.004834,0.030083,0.01118,-0.010495,-0.008818
2021-08-09,-0.00972,0.001027,0.018525,-0.009545,0.031232,0.00096
2021-08-16,-0.016395,0.002558,-0.003802,-0.020967,-0.015426,-0.001042
2021-08-23,-0.00934,-0.013114,-0.017204,0.017084,0.005537,-0.004439
2021-08-30,0.023254,0.001241,0.041674,0.006864,0.010073,0.009357
2021-09-06,0.009761,0.009764,0.001447,-0.01091,0.006993,0.012464
2021-09-13,-0.009984,0.026921,0.000723,-0.026667,-0.001394,0.002061
2021-09-20,0.014005,0.018067,0.000114,0.020694,-0.000617,0.01873
2021-09-27,0.004433,0.039557,0.003669,0.015804,0.001813,-0.0127
2021-10-04,0.024479,-0.013012,-0.00181,-0.000682,-0.000858,-0.001324
2021-10-11,-0.013947,0.016502,-0.008679,0.042126,0.014694,-0.007602
2021-10-18,-0.005336,0.0041,-0.00825,-0.022042,0.032147,-0.021398
2021-10-25,-0.006818,0.040216,-2.4e-05,-0.032062,-0.006605,8e-06
2021-11-01,-0.031461,-0.013749,-0.008195,-0.013722,-0.017977,-0.000461
2021-11-08,0.009011,-0.014315,-0.010906,0.000497,-3.6e-05,0.019161
2021-11-15,0.008204,-0.009989,0.002203,0.006853,0.037316,0.00857
2021-11-22,0.002318,-0.03743,-0.00358,-0.003807,-0.010051,-0.01129
2021-11-29,-0.003196,-0.008664,0.024564,0.009245,0.024148,0.023249
2021-12-06,-0.030354,-0.012864,-0.041916,-0.026034,0.024688,0.015652
2021-12-13,-0.007475,0.003507,0.017964,0.033263,-0.00655,0.007985
2021-12-20,-0.005682,0.006952,0.020437,-0.000307,0.009166,-0.001718
2021-12-27,-0.016252,0.034571,-0.032674,0.026081,0.023998,-0.010513
2022-01-03,-0.00151,0.017908,-0.004983,0.00904,-0.004108,-0.003466
2022-01-10,0.011493,-0.009584,-0.005443,0.011549,-0.00165,0.014065
2022-01-17,0.045582,-0.015371,-0.02202,0.014035,-0.006944,0.023615
2022-01-24,0.006215,0.009655,-0.011945,0.01135,-0.013007,0.019519
2022-01-31,0.008124,-0.022964,-0.017269,0.01564,-0.00789,-0.004866
2022-02-07,0.000488,0.033766,0.028536,0.030741,-0.015935,-0.012435
2022-02-14,-0.041932,0.02203,0.015471,0.005823,0.001677,0.002691
2022-02-21,0.00159,-0.007645,0.020845,0.017098,-0.00958,-0.020221
2022-02-28,0.003585,-0.030036,0.012047,-0.000474,0.004473,0.004878
2022-03-07,0.058855,0.02517,-0.017565,0.033183,-0.020583,-0.000771
2022-03-14,-0.002224,-0.001262,-0.007892,-0.013381,0.005832,-0.004592
2022-03-21,0.009136,0.023081,0.00833,0.041121,0.012869,-0.018136
2022-03-28,0.001402,-0.0279,-0.019054,0.000617,-0.026712,0.007163
2022-04-04,-0.02468,-0.009989,0.011908,-0.029977,0.006437,-0.005392
2022-04-11,0.028485,0.000894,-0.003345,0.004318,0.018387,-0.013039
2022-04-18,0.019494,0.001646,-0.005497,-0.013483,-0.015735,-0.033467
2022-04-25,0.020394,-0.007301,0.011875,0.019994,0.024616,0.00067
2022-05-02,-0.018716,0.012011,0.007608,-0.012858,0.007066,0.022267
2022-05-09,0.034464,-0.018417,-0.005275,-0.008316,-0.00867,0.020935
2022-05-16,-0.030043,-0.001763,0.019049,-0.04007,0.000419,-0.004485
2022-05-23,0.015698,0.002965,-0.016797,-0.008451,0.009017,-0.006227
2022-05-30,0.05258,0.01006,0.010355,-0.051825,0.002264,0.006625
2022-06-06,-0.020582,0.013609,0.00999,-0.033346,0.008743,-0.010981
2022-06-13,-0.010825,-0.019444,-0.004453,0.018229,-0.011689,0.004622
2022-06-20,0.004492,-0.026814,0.005718,0.018788,0.003571,0.010193
2022-06-27,-0.00938,0.023798,-0.019518,0.01086,-0.018592,0.015723
2022-07-04,-0.033465,0.006782,0.015284,-0.019773,-0.000357,-0.000202
2022-07-11,0.003777,-0.012673,-0.002458,0.00045,-0.011455,-0.001444
2022-07-18,-0.022233,0.028721,-0.007864,0.001421,-0.009097,-0.009536
2022-07-25,0.013093,0.002882,0.017284,-0.023984,0.018505,-0.008923
2022-08-01,-0.018947,0.022027,-0.010769,0.034575,0.016478,-0.001718
2022-08-08,0.037848,0.002015,-0.022035,0.020802,0.009728,0.005408
2022-08-15,-0.015815,0.037893,-0.024406,-0.003361,-0.014092,0.011963
2022-08-22,-0.005207,0.032396,0.010196,0.002091,-0.00323,-0.008638
2022-08-29,0.020911,-0.003681,-0.019987,0.006084,0.018183,0.018912
2022-09-05,-0.02611,0.018288,0.028577,-0.043418,0.003184,-0.002253
2022-09-12,0.007432,0.012417,-0.032811,-0.003938,0.033671,0.000744
2022-09-19,0.032264,0.025435,0.027643,-0.013504,0.006706,-0.007967
2022-09-26,-0.034772,-0.016569,0.003876,-0.020536,0.003889,-0.028091
2022-10-03,0.006447,0.013149,-0.001047,-0.004684,-0.003128,0.011609
2022-10-10,0.008177,0.019852,-0.008219,0.041049,0.00307,0.009842
2022-10-17,0.020182,-0.030857,0.006886,0.015599,-0.000935,-0.002376
2022-10-24,-0.02625,-0.020499,-0.000102,-0.011066,0.011114,0.001804
2022-10-31,-0.028171,-0.035906,0.018153,0.014097,0.014594,0.007191
2022-11-07,0.014205,-0.004049,0.002328,0.032286,-0.009804,-0.017751
2022-11-14,0.009031,0.013716,0.002905,0.021842,-0.017437,-0.005349
2022-11-21,0.007961,0.027842,-0.005318,0.002812,-0.024507,0.010531
2022-11-28,0.010168,0.002134,-0.000411,-0.012733,0.008312,-0.014051
2022-12-05,-0.013441,0.030115,0.005425,0.016861,-0.014247,0.004523
2022-12-12,0.007542,-0.024042,-0.026863,0.010157,-0.02894,-0.015279
2022-12-19,0.008941,-0.029861,-0.021071,0.021194,0.00664,0.006597
2022-12-26,-0.01423,-0.0002,0.012392,0.015474,0.036102,0.000572
2023-01-02,0.045113,0.007713,0.003234,0.02459,0.001115,-0.018382
2023-01-09,0.013098,0.000211,-0.002444,-0.010275,0.012939,0.014977
2023-01-16,-0.0252,-0.036414,0.000795,0.030483,0.002346,-0.007815
2023-01-23,0.017301,-0.000804,0.006061,0.005847,-0.000184,-0.008723
2023-01-30,-0.020218,-0.02268,-0.008136,0.047156,0.014067,0.003407
2023-02-06,0.020303,0.012854,-0.011953,-0.013662,-0.002864,0.014784
2023-02-13,0.028848,0.007399,0.003634,0.039691,0.004943,-0.01119
2023-02-20,-0.016676,-0.016118,-0.015154,0.005854,0.005704,0.00174
2023-02-27,0.024358,-0.00845,0.007032,-0.012831,-0.008153,0.006146
2023-03-06,0.011694,-0.018266,-0.026741,-0.009145,0.015089,0.009317
2023-03-13,0.021107,-0.000328,0.016966,-0.005548,-0.001249,0.003117
2023-03-20,0.045826,0.017993,0.008062,0.010832,-0.00938,-0.003404
2023-03-27,-0.003444,-0.016943,0.004596,0.013002,0.008711,-0.008931
2023-04-03,-0.015136,0.009873,0.016223,-0.011121,-0.011379,0.002034
2023-04-10,-0.018259,-0.008745,0.027148,0.000964,0.001595,-0.011866
2023-04-17,-0.016564,-0.013472,0.01673,0.04863,0.001072,-0.034056
2023-04-24,0.000427,-0.001127,-0.028954,0.039506,0.016403,0.006239
2023-05-01,0.010046,-0.017834,-0.019973,0.011099,0.007846,0.011847
2023-05-08,0.008564,-0.009166,-0.009497,0.002336,0.00085,-0.027355
2023-05-15,0.021225,-0.020762,0.000917,0.004141,0.012649,-0.011117
2023-05-22,0.002499,0.036165,0.008783,0.014997,0.020663,0.00843
2023-05-29,0.035631,0.001435,-0.011112,-0.021001,0.009009,0.02569
2023-06-05,-0.003887,-0.011795,0.003488,-0.004162,0.001345,0.00125
2023-06-12,0.064764,0.004652,-0.011586,-0.035209,-0.017166,-0.007736
2023-06-19,0.01659,-0.001222,-0.009284,0.010283,-0.013712,-0.001195
2023-06-26,-0.017515,-0.003177,-0.022007,0.015738,-0.003073,0.017499
2023-07-03,-0.022431,0.011855,-0.014272,-0.00913,-0.007333,-0.006752
2023-07-10,0.013297,0.014435,-0.021127,0.036128,-0.001418,-0.00859
2023-07-17,-0.00294,-0.008749,-0.015114,-0.025467,0.001993,-0.004793
2023-07-24,0.018622,-0.009565,0.017358,-0.030716,0.008616,-0.01044
2023-07-31,0.013084,-0.004151,-0.01469,0.006438,0.000213,0.002472
2023-08-07,0.000525,-0.040635,0.042618,0.024536,0.008011,0.020496
2023-08-14,-0.017276,-0.026473,0.008393,0.038546,0.002103,0.004877
2023-08-21,-0.032641,0.025404,0.003457,-0.008595,-0.026457,-0.002028
2023-08-28,-0.00807,0.030409,-0.013234,0.025231,-0.011951,-0.002502
2023-09-04,0.021897,-0.003683,0.011705,0.000653,-0.000817,-0.017758
2023-09-11,0.007124,0.011178,-0.00871,-0.002298,-0.015736,0.011597
2023-09-18,-0.026452,0.006403,0.002452,0.020941,0.009599,6.6e-05
2023-09-25,0.006183,0.05622,0.041461,0.015851,0.022631,-0.001166
2023-10-02,0.011062,0.020952,-0.001037,-0.033181,0.018263,0.039317
2023-10-09,-0.018129,-0.001503,0.018888,0.033984,-0.001788,0.004585
2023-10-16,0.005736,-0.0164,-0.010751,0.031862,0.02207,-0.008021
2023-10-23,0.003539,-0.028116,-6e-05,-0.012262,0.003281,-0.004116
2023-10-30,-0.024088,0.004462,0.028833,0.010208,-0.003519,0.014781
2023-11-06,0.010429,-0.012814,-0.009531,0.012369,-0.007388,0.002359
2023-11-13,0.015098,-0.024801,0.029499,0.007235,-0.003035,-0.016259
2023-11-20,0.02711,-0.010838,0.011824,-0.010607,-0.004234,0.012031
2023-11-27,0.026437,-0.018668,-0.008499,-0.013276,0.003586,-0.007018
2023-12-04,-0.029486,0.031169,0.010619,0.000938,0.003448,0.02348
2023-12-11,-0.01937,0.01667,0.016061,0.0273,0.001243,0.013961
2023-12-18,0.014046,0.000656,0.010449,0.013459,0.007317,-0.004368
2023-12-25,0.014017,0.027439,-0.024624,-0.006654,0.017869,0.016372
2024-01-01,0.014046,0.002193,-0.011134,0.018477,0.014494,0.001814
2024-01-08,0.090813,-0.014703,-0.00346,-0.061168,-0.019589,0.011233
2024-01-15,0.01533,0.028216,-0.000691,0.026773,-0.034555,0.006817
2024-01-22,0.028318,0.0105,0.010431,-0.036774,0.01428,-0.009156
2024-01-29,0.024142,-0.01787,0.003343,-0.006474,-0.017936,-0.006723
2024-02-05,0.017182,-0.002626,-0.020866,-0.023133,-0.001947,0.01336
2024-02-12,-0.005051,-0.014961,0.006583,-0.026983,-0.015182,-0.003017
2024-02-19,0.019656,-0.02409,0.010269,0.027038,-0.024028,-0.003844
2024-02-26,-0.015575,0.017471,0.009457,-0.008789,0.00878,-0.010461
2024-03-04,-0.003247,0.035169,0.017792,0.009123,0.011828,0.006083
2024-03-11,-0.008963,-0.024374,0.013843,0.000468,-0.006871,0.02575
2024-03-18,0.004083,0.010933,0.007847,0.011995,-0.035075,-0.01181
2024-03-25,0.055437,-0.010912,-0.000623,0.00319,-0.006447,0.001291
2024-04-01,-0.040747,-0.007968,-0.026075,-0.026726,0.006685,0.017947
2024-04-08,0.017984,-0.009863,0.007374,0.023418,-0.019505,4.4e-05
2024-04-15,-0.034892,-0.014752,0.003823,-0.009363,0.003767,0.006428
2024-04-22,-0.008654,0.001673,0.004845,-0.032745,0.000986,-0.011749
2024-04-29,0.027246,-0.014157,-0.019928,-0.007919,0.00931,0.00614
2024-05-06,0.003678,0.005668,-0.016797,0.034517,0.002874,-0.001246
2024-05-13,-0.022588,-0.000104,0.01735,0.020205,-0.012423,0.012829
2024-05-20,-0.014252,-0.003501,-0.000133,-0.00617,0.017952,0.015249
2024-05-27,0.017831,-0.015536,0.011404,-0.006184,-0.001019,0.032075
2024-06-03,-0.014598,-0.009582,0.000953,-0.005576,0.000818,0.007956
2024-06-10,0.007179,0.014397,0.000976,0.047188,-0.011866,0.00491
2024-06-17,0.003248,0.009817,0.015513,0.009903,-0.005006,0.003333
2024-06-24,-0.012787,-0.016796,-0.007757,0.010961,-0.011187,-0.003238
2024-07-01,0.051511,0.002588,0.002038,0.024166,-0.001221,0.005062
2024-07-08,0.01678,0.014325,-0.006896,0.006753,0.025164,-0.002545
2024-07-15,-0.044378,-0.029249,-0.006452,-0.004199,-0.018007,0.003022
2024-07-22,0.006488,0.01058,-0.004447,-0.00282,-0.02139,0.016811
2024-07-29,-0.013021,-0.011127,0.004054,-7.5e-05,0.021796,-0.011079
2024-08-05,0.021806,0.011071,-0.00716,0.000681,-0.001731,0.014679
2024-08-12,-0.016028,-0.012939,0.020592,0.017508,-0.008167,0.016805
2024-08-19,-0.000439,-0.031688,-0.013814,0.002643,0.015759,-0.000417
2024-08-26,0.013815,-0.028496,-0.00249,0.017618,-0.007279,-0.024462
2024-09-02,0.022112,0.001666,-0.006536,-0.000276,0.026764,-0.006294
2024-09-09,-0.025407,0.005475,0.023652,0.00323,0.010691,0.016564
2024-09-16,-0.005494,-0.015478,0.003645,-0.04246,-0.005631,0.000726
2024-09-23,-0.008724,0.012295,0.01701,0.021659,0.031402,-0.010992
2024-09-30,-0.012827,-0.029107,-0.023269,0.009123,-0.00728,-0.005057
2024-10-07,0.042805,-0.000389,0.004773,0.023456,0.011589,0.011087
2024-10-14,0.011515,-0.020998,0.014734,-0.062218,0.00539,0.007561
2024-10-21,-0.0268,-0.010933,0.001817,0.047444,0.019424,-0.001867
2024-10-28,0.023311,0.001653,0.017548,-0.001571,0.023061,-0.003402
2024-11-04,0.05101,-0.014687,-0.007777,0.02588,0.001648,-0.003701
2024-11-11,0.025947,-0.006122,0.02305,-0.021378,-0.009348,-0.010069
2024-11-18,-0.032746,0.018913,0.037282,0.014981,0.00764,0.020385
2024-11-25,-0.008937,-0.009584,-0.005305,-0.021675,-0.008288,-0.002868
2024-12-02,0.031339,0.015842,-0.006628,-0.012223,0.029387,0.015606
2024-12-09,-0.014076,-0.019535,0.023754,0.043609,0.003111,0.019256
2024-12-16,0.012408,0.010336,0.025773,-0.002695,-0.003915,0.01298
2024-12-23,0.020017,0.026748,-0.007866,0.006284,0.003786,-0.004179
2024-12-30,-0.019119,-0.04369,-0.006223,0.020641,-0.01766,0.005845
2025-01-06,0.000831,-0.013544,-0.004009,0.012405,-0.012403,0.00071
2025-01-13,-0.072349,0.011187,-0.021011,0.004809,0.018006,-0.009844
2025-01-20,-0.021361,-0.002855,-0.014198,0.009529,-0.007997,0.004892
2025-01-27,-0.003609,0.007481,-0.015566,0.054375,-0.013457,-0.013148
2025-02-03,-0.026499,-0.010072,-0.011785,0.000232,0.008713,0.015252
2025-02-10,0.039745,0.002359,-5.5e-05,0.005924,0.0178,-0.004575
2025-02-17,-0.030693,-0.002002,0.004247,0.024614,0.011265,0.003414
2025-02-24,-0.007921,0.02182,0.025308,0.025822,0.015145,0.004399
2025-03-03,0.005207,0.00538,-0.015474,0.027615,-0.009395,-0.002107
2025-03-10,0.035349,0.006877,0.016249,0.015552,-0.018705,0.00804
2025-03-17,-0.030825,-0.006614,-0.002924,-0.023646,0.022219,-0.004699
2025-03-24,0.028953,-0.007977,-0.000291,0.037435,-0.003318,0.011456
2025-03-31,0.002435,-0.006986,0.011297,-0.02372,-0.002312,-0.015152
2025-04-07,-0.020375,0.0079,-0.017464,0.008158,0.019795,0.002517
2025-04-14,0.012828,-0.006778,0.006619,-0.015094,0.008987,0.024267
2025-04-21,0.006778,0.006016,0.003163,8.9e-05,0.007582,-0.011004
2025-04-28,-0.011605,0.038157,0.008379,0.008733,0.03151,-0.007133
2025-05-05,0.003805,0.01648,0.005127,0.00857,-0.007809,0.007167
2025-05-12,-0.006662,-0.005068,0.039785,0.010782,0.01419,0.003155
2025-05-19,0.004811,0.022422,-0.009704,0.037002,0.001998,0.005208
2025-05-26,0.017429,-0.006545,-0.007996,0.011478,0.00496,0.00687
2025-06-02,0.038678,-0.035886,-0.00947,-0.003871,0.022599,0.008617
2025-06-09,-0.02627,-0.017346,-0.008388,0.02271,0.00831,0.014316
2026-06-10,0.01,0.01,0.01,0.01,0.01,0.01
